abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
3.561887353084103e-07,0.010138825073113367,13.0,9.785404816165118e-10,173.03878573702173,6.520858126653668e-05,2.7826569052107614e-05,2.626646725426933e-05,-2.84717975773674e-06,1.4196534914494166e-05,2.015416035784519e-10,1.0730706318976109,364.0000000164631,0.01506849315068493,2.8933257453900296e-05,182.5,20724.83110804484,1.0000000000000002,0.0027397260273972603,1.7858371783496978,2.097233660075896e-05,0.0,0.8547101154800024,2.0581319939297198e-05,-0.5853691203036742,0.16164383561643836,0.6724273170625414,0.44931506849315067,81.8028437978365,-2.585730410832191,1.1713513311643021e-05,6.067764975058385e-06,3.932127633511346e-08,9.738892761864314e-06,3.667100372695128e-06,-2.5962253857869485e-07,0.057534246575342465,17.77195955519766,0.9416758977777193,57.0,16.0,1.0203594922114798,6.805576102427342e-05,57.0,0.2054794520547945,3.123875075591477e-05,0.36733273703265146,-9.612672053757366e-09,0.12841817881237338,-1.7138798827352875,-1.8816521312990677,0.6512081931744966,2.7038938322872355,55.0,0.44931506849315067,0.0,1.0321169073495995,-0.031538555778672046,0.15308999214134286,0.2628194584504341,2.9461774904942076e-10,0.0022086664509212523,1.0685550963057126e-06,1.8393364782221778e-05,2.126274175188151,1.8355120876543627e-05,3.696059653604153e-10,6.0
