date,NO2,CO,SO2,O3
2025-09-06,2.539064676324522e-05,0.0274189417822319,3.1772198983364637e-06,0.1133254925823873
2025-09-07,3.237584860471543e-05,0.0288485665070383,0.0001183435704339,0.1130289922778805
2025-09-08,3.3191612270787694e-05,0.030168698893653,-6.524016821963919e-05,0.1125652474454707
2025-09-09,2.9607701792116915e-05,0.0289515963307133,-5.641664413489261e-06,0.1145341860958271
2025-09-10,3.398533312398465e-05,0.0333932382719857,-5.743053178627824e-05,0.1171485361539655
2025-09-11,2.4989177876324067e-05,0.0259859504238251,-0.0002473720523994,0.1160385566949844
2025-09-12,3.3669451397599914e-05,,-0.0002533188533215,0.1148145207100444
2025-09-13,2.924035079558962e-05,0.0287464465945959,7.487379311435464e-05,0.1155665212621291
2025-09-14,2.935108972855637e-05,0.0295466299240405,4.507998551522929e-07,0.1146587380725476
2025-09-15,3.359679909027723e-05,0.0283363949168812,0.0001574131726686,0.1144034712471895
2025-09-16,3.430755452089131e-05,0.0267425825898076,5.2214134484529495e-05,0.1138974017360144
2025-09-17,2.461627812522238e-05,0.02668815292418,7.404014468193054e-05,0.1154958534364899
2025-09-18,2.44325787358927e-05,0.0287506394088268,0.0002363092789892,0.112908591205875
2025-09-19,3.4581700807704206e-05,0.0253964364528656,7.546808774350211e-05,0.1117225479748514
2025-09-21,4.955750517348695e-05,0.0270905494689941,5.651191857300306e-05,0.1125284922826621
2025-09-22,2.203314761572983e-05,0.0268949415232684,4.140091970419655e-05,0.1142546092677447
2025-09-23,3.716842309131607e-05,0.027619068215533,2.1195106917241617e-05,0.1135630045707027
2025-09-24,4.899029972875724e-05,0.0296272959027971,9.436426418168204e-07,0.1128758798456854
2025-09-25,4.4220340669198777e-05,0.0293126267355841,1.1681000351149969e-05,0.1120757989378439
2025-09-26,4.0818561501509976e-05,0.0338143348693847,2.2008131989943128e-05,0.1133901231611768
2025-09-27,8.942339263739996e-06,0.0371363086085165,2.4391611552108888e-05,0.1160179842579162
2025-09-28,3.253202997181385e-05,0.0274327516555786,8.588438768955794e-05,0.1166030357902248
2025-09-29,2.0026915232544223e-05,0.0316798878567559,2.1423741903466484e-06,0.1171390941987435
2025-10-01,2.226572127660297e-05,0.0354204514752263,2.466099006899943e-05,0.11653601222982
2025-10-02,1.19672460945875e-05,0.0307988723119099,-0.0002380997611908,0.1136685443214244
2025-10-03,1.4936121795438304e-05,0.0294445812702178,3.4423596362638124e-05,0.116031175893214
2025-10-04,1.3997899234002236e-05,,4.976047785021365e-05,0.1143063008785247
2025-10-05,2.31285051168268e-05,,4.148357971148058e-05,0.1155657339841127
2025-10-06,2.1496154960054525e-05,0.0263826396730211,-0.000104226251798,0.118105747943951
2025-10-07,3.396677297789413e-05,0.0314829530137957,2.113236890484889e-05,0.1186616234481334
2025-10-08,2.8354286971282112e-05,0.0332278623813536,-3.5978323366079065e-05,0.1181053777949677
2025-10-09,1.9994478964879407e-05,0.0307955576313866,9.777732062297807e-05,0.1189372746480835
2025-10-10,2.602467864034547e-05,0.0330058975496153,-2.8488519092206843e-05,0.1168260570201608
2025-10-11,3.057105933966459e-05,0.0439430291836078,2.929217432840512e-05,0.1125806522452169
2025-10-12,3.299183082734005e-05,0.0363761901855468,-3.227876022276355e-05,0.1142223219697674
2025-10-13,2.949092094222208e-05,0.0346887191136678,-5.143058175841967e-05,0.1179256726884179
2025-10-14,9.225023477357456e-06,0.0351367784397942,0.0004214478035767,0.1179287196654412
2025-10-15,3.2211629028703705e-05,0.0307168960571289,2.2516209153561955e-05,0.1174175887265139
2025-10-16,5.542109056477784e-05,0.0269618603720593,-2.652615181763064e-05,0.1190683645092778
2025-10-17,2.6363978193211417e-05,,1.2809219277607132e-05,0.1177273143289817
2025-10-18,2.505505233784788e-05,0.0283181229416204,-5.940301343798637e-05,0.1174288983974191
2025-10-19,5.003300884709461e-06,0.0305999153190188,-0.0001027737092226,0.1149463357610835
2025-10-20,2.07835361531276e-05,0.0254778399396298,-2.2211604608366124e-05,0.1174829677782124
2025-10-21,2.371787928091685e-05,0.0289258735124454,,0.1177810924127698
2025-10-22,2.5285764543638383e-05,,,0.1177362495412429
2025-10-23,3.4502288227403454e-05,0.0288935969857608,,0.1164761336727274
2025-10-24,1.6243442494421537e-05,,9.261664568579622e-05,0.1175431715738442
2025-10-25,3.4882552427006885e-05,,-0.0001437970553524,0.1169853517785668
2025-10-26,3.756200758668152e-05,,1.840728145907633e-05,0.1169348493632343
2025-10-27,2.621864534072908e-05,,5.072363329908023e-05,0.1150718751087994
2025-10-28,1.7498890429124003e-05,,,0.1131713863255249
2025-10-29,2.434395098161063e-05,,-0.0001326260447013,0.1158651508804824
2025-10-30,3.952535050432614e-05,0.0290382504463195,-0.0009023275226354,0.1177225716205106
2025-10-31,4.3726488701605165e-05,,,0.1158318522696693
2025-11-01,2.0625076230216007e-05,0.0234746403164333,-7.075684455533822e-05,0.1155474581238296
2025-11-02,3.296477102377962e-05,,,0.1185444871791535
2025-11-03,3.127090781717703e-05,,,0.1177895923869477
