abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
3.284429981621101e-07,0.009841549911357106,13.0,9.02315929016786e-10,177.0034943870058,5.529474947252311e-05,2.7012116554145257e-05,2.649000089149922e-05,-2.84717975773674e-06,1.3045665557816335e-05,1.7018938984639538e-10,1.0584942895382645,364.00000001736316,0.01506849315068493,2.7558886878458516e-05,182.5,26211.24982304581,1.0000000000000002,0.0027397260273972603,1.790362742993672,1.7502495472854205e-05,0.0,0.8774299336706812,1.8559333309692898e-05,-0.5742567870503859,0.16712328767123288,0.6782424525701064,0.4602739726027397,83.46381442407319,-2.6175469665612408,1.0663040347498267e-05,6.104088535201819e-06,3.93212763351135e-08,9.275223419535905e-06,2.673599738045592e-06,-3.411000761843752e-07,0.06301369863013699,28.414979000470797,1.1580732836163234,63.0,15.0,1.0222439238650736,5.814192923025985e-05,62.0,0.2821917808219178,2.9997397063430747e-05,0.2691182851161186,-4.840003297052952e-09,0.13821358888587104,-1.7672106892813726,-1.646365643846651,0.6572236596969208,2.373515255184299,55.0,0.4602739726027397,0.0,0.8874634645798665,-0.02898321223101174,0.15901884087042034,0.2737741566713262,2.434022959439955e-10,0.002221888226813462,1.0861908108609247e-06,1.640572630554565e-05,2.116438172521556,1.6363278001531598e-05,3.0094495758574493e-10,6.0
